Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;Extra1;Extra2;Extra3;Extra4;Extra5;StsCheck;StsUK;
IEEE - Neural Networks Vol.07;;;Journal;Katedra;;;KAT-JRNL-0169;;;;1996;The Institute of Electrical and Electronics Engineers (IEEE);Great Britain;1045-9227;1-6;7;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineeering Vol.08;;;Journal;Katedra;;;KAT-JRNL-0170;;;;1996;The Institute of Electrical and Electronics Engineers (IEEE);USA;1041-4347;1-5;8;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems & their Applications Vol.11;;;Journal;Katedra;;;KAT-JRNL-0171;;;;1996;IEEE Computer Society;USA;1094-7167;1-5;11;;;;;;VOLNÁ;;;;;;;;;;
Elektroinzert Vol.7;;;Journal;Katedra;665210;980977;KAT-JRNL-0172;BC000027824-000010;;;1996;Galveos vydavatelství;CZ;1211-2313;1-12;7;;300,00 Kč;;;;VOLNÁ;;;;;;;;;;
Computers and Artificial Intelligence Vol.15;;;Journal;Katedra;660780;980979;KAT-JRNL-0173;BC000027825-000020;;;1996;Slovak Academic Press;Slovensko;0232-0274;1-6;15;;621,40 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vol.29;;;Journal;Katedra;;;KAT-JRNL-0174;;;;1996;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9162;1,4-7,10,11;29;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.088;;;Journal;Katedra;;;KAT-JRNL-0175;;;;1996;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;88;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.087;;;Journal;Katedra;;;KAT-JRNL-0176;;;;1996;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;87;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.086;;;Journal;Katedra;;;KAT-JRNL-0177;;;;1996;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;86;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.085;;;Journal;Katedra;;;KAT-JRNL-0178;;;;1996;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;85;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.084;;;Journal;Katedra;;;KAT-JRNL-0179;;;;1996;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;84;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.083;;;Journal;Katedra;;;KAT-JRNL-0180;;;;1996;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;83;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.082;;;Journal;Katedra;;;KAT-JRNL-0181;;;;1996;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;82;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.081;;;Journal;Katedra;;;KAT-JRNL-0182;;;;1996;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;81;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
AI Communications Vol.9;;;Journal;Katedra;;;KAT-JRNL-0183;;;;1996;IOS Press;Slovenia;0921-7216;4;9;;0,00 Kč;umělá inteligence;;;VOLNÁ;;;;;;;;;;
Služba zdravotníkům, roč.38;;;Journal;Katedra;;;KAT-JRNL-0184;;;;1997;Služba zdravotníkům;Praha;0322-8703;1,3,4;38;;;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.30;;;Journal;Katedra;661090;981272;KAT-JRNL-0185;BC000028037-000010;;;1997;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-12;30;;38441,85 Kč;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.28;;;Journal;Katedra;;;KAT-JRNL-0186;;;;1997;Česká lékařská společnost J.E.Purkyně;CZ;0301-5491;1-6;28;;348,00 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.33;;;Journal;Katedra;660707;981388;KAT-JRNL-0187;BC000028127-000010;;;1997;ÚTIA, Praha;Praha;0023-5954;1-6;33;;600,00 Kč;;;;VOLNÁ;;;;;;;;;;
KI - Künstliche Intelligenz Vol.11;;;Journal;Katedra;;;KAT-JRNL-0188;;;;1997;ScienTec Publishing Boppard;Germany;0933-1875;2,4;11;;0,00 Kč;umělá inteligence;;;VOLNÁ;;;;;;;;;;
Journal of Network and Computer Applications Vol.20;;;Journal;Katedra;;;KAT-JRNL-0189;;;;1997;Academic Press;Great Britain;1084-8045;1-4;20;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Electrical Engineering Vol.48;;;Journal;Katedra;;;KAT-JRNL-0190;;;;1997;FEI STU Bratislava;Slovensko;0013-578X;1-12;48;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.21- pare 2;;;Journal;Katedra;;;KAT-JRNL-0191;;;;1997;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;4;21;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.27;;;Journal;Katedra;;;KAT-JRNL-0192;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4427;2,3,5,6;27;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part B (Cybernetics) Vol.27;;;Journal;Katedra;;;KAT-JRNL-0193;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4419;1-6;27;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.34;;;Journal;Katedra;;;KAT-JRNL-0194;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;2-6,9-12;34;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.08;;;Journal;Katedra;;;KAT-JRNL-0195;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);Great Britain;1045-9227;1-6;8;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineeering Vol.09;;;Journal;Katedra;;;KAT-JRNL-0196;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);USA;1041-4347;1,2,4,5;9;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.01;;;Journal;Katedra;;;KAT-JRNL-0197;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-7801;3,6;1;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems & their Applications Vol.12;;;Journal;Katedra;;;KAT-JRNL-0198;;;;1997;IEEE Computer Society;USA;1094-7167;2;12;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.01 - sada 2;;;Journal;Katedra;;;KAT-JRNL-0199;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-778X;1-4;1;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.01 - sada 1;;;Journal;Katedra;;;KAT-JRNL-0200;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-778X;1-4;1;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Fuzzy Structures: Current Trends. Seventh IFSA Congress, held in Prague, June 23-24, 1997;Mesiar, R.;;Journal;Katedra;26935;971127;KAT-JRNL-0201;BC000026935-000010;248;1. vydání;1997;Mathematical Institute Slovak Academy of Sciences;Slovakia;1210-3195;;;;560,00 Kč;FUZZY, FUZZY MNOŽIN;;;VOLNÁ;;;;;;;;;;
Engineering Mechanics - Inženýrská mechanika Vol.4;;;Journal;Katedra;;;KAT-JRNL-0202;;;;1997;Pavel Heriban - pH service;Brno;1210-2717;1,5;4;;50,00 Kč;;cena za 1 ks Journalu;;VOLNÁ;;;;;;;;;;
Elektroinzert Vol.8;;;Journal;Katedra;;;KAT-JRNL-0203;;;;1997;Galveos vydavatelství;CZ;1211-2313;1-12;8;;100,00 Kč;;;;VOLNÁ;;;;;;;;;;
Computers and Artificial Intelligence Vol.16;;;Journal;Katedra;660780;990619;KAT-JRNL-0204;BC000206335-000020;;;1997;Slovak Academic Press;Slovensko;0232-0274;1-6;16;;335,00 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vol.30;;;Journal;Katedra;;;KAT-JRNL-0205;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9162;4,5,6,8,12;30;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.097;;;Journal;Katedra;;;KAT-JRNL-0206;;;;1997;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;97;;2 300,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.096;;;Journal;Katedra;;;KAT-JRNL-0207;;;;1997;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;96;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.095;;;Journal;Katedra;;;KAT-JRNL-0208;;;;1997;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;96;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.092;;;Journal;Katedra;;;KAT-JRNL-0209;;;;1997;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;92;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.091;;;Journal;Katedra;;;KAT-JRNL-0210;;;;1997;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;91;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.089;;;Journal;Katedra;;;KAT-JRNL-0211;;;;1997;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;89;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
AI Communications Vol.10;;;Journal;Katedra;;;KAT-JRNL-0212;;;;1997;IOS Press;Slovenia;0921-7126;1,3,4;;;0,00 Kč;umělá inteligence;;;VOLNÁ;;;;;;;;;;
The Inter.Journal of Robotics Research Vol.17;;;Journal;Katedra;;;KAT-JRNL-0213;;;;1998;Sage Publications, Inc.;USA;0278-3649;12;17;;285,00 Kč;;;;VOLNÁ;;;;;;;;;;
Služba zdravotníkům, roč.39;;;Journal;Katedra;;;KAT-JRNL-0214;;;;1998;Služba zdravotníkům;Praha;0322-8703;2,4;39;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.31;;;Journal;Katedra;661090;990709;KAT-JRNL-0215;BC000206273-000010;;;1998;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-12;31;;45581,80 Kč;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.29;;;Journal;Katedra;660710;990766;KAT-JRNL-0216;BC000206378-000010;;;1998;Česká lékařská společnost J.E.Purkyně;CZ;0301-5491;1-6;29;;408,00 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.34;;;Journal;Katedra;660707;990815;KAT-JRNL-0217;BC000206409-000010;;;1998;ÚTIA, Praha;Praha;0023-5954;1-6;34;;630,00 Kč;;;;VOLNÁ;;;;;;;;;;
KI - Künstliche Intelligenz Vol.12;;;Journal;Katedra;;;KAT-JRNL-0218;;;;1998;ScienTec Publishing Boppard;Germany;0933-1875;2,3;12;;0,00 Kč;umělá inteligence;;;VOLNÁ;;;;;;;;;;
Journal of Network and Computer Applications Vol.21;;;Journal;Katedra;;;KAT-JRNL-0219;;;;1998;Academic Press;Great Britain;1084-8045;1,2,3,4;21;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Electrical Engineering Vol.49;;;Journal;Katedra;;;KAT-JRNL-0220;;;;1998;FEI STU Bratislava;Slovensko;0013-578X;1-12;49;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.22 - pare 2;;;Journal;Katedra;;;KAT-JRNL-0221;;;;1998;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1,2,4;22;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part C (Applications and Reviews) Vol.28;;;Journal;Katedra;;;KAT-JRNL-0222;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;1094-6977;1-4;28;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.28;;;Journal;Katedra;;;KAT-JRNL-0223;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4427;1-6;28;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part B (Cybernetics) Vol.28;;;Journal;Katedra;;;KAT-JRNL-0224;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4419;1-6;28;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.35;;;Journal;Katedra;;;KAT-JRNL-0225;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;1-12;35;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Parallel and Distributed Systems Vol.09;;;Journal;Katedra;;;KAT-JRNL-0226;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9219;1-12;9;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.09;;;Journal;Katedra;;;KAT-JRNL-0227;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);Great Britain;1045-9227;1-6;9;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineeering Vol.10;;;Journal;Katedra;;;KAT-JRNL-0228;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;1041-4347;1- 6;10;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.02;;;Journal;Katedra;;;KAT-JRNL-0229;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-7801;2-4,6;2;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems & their Applications Vol.13;;;Journal;Katedra;;;KAT-JRNL-0230;;;;1998;IEEE Computer Society;USA;1094-7167;2,3,6;13;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.02;;;Journal;Katedra;;;KAT-JRNL-0231;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-778X;1-4;2;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Fuzzy Sets and Systems Vol.78;;;Journal;Katedra;;;KAT-JRNL-0232;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0165-0114;1;78;;;;;;VOLNÁ;;;;;;;;;;
Evolving Enterprise;;;Journal;Katedra;;;KAT-JRNL-0233;;;;1998;Lionheart Publishing Inc.;USA;1522-1075;2,3,4;1;;;;;;VOLNÁ;;;;;;;;;;
Engineering Mechanics - Inženýrská mechanika Vol.5;;;Journal;Katedra;;;KAT-JRNL-0234;;;;1998;Pavel Heriban - pH service;Brno;1210-2717;2-6;5;;50,00 Kč;;cena za 1 ks Journalu;;VOLNÁ;;;;;;;;;;
Elektroinzert Vol.9;;;Journal;Katedra;665210;990759;KAT-JRNL-0235;BC000206248-000010;;;1998;Galveos vydavatelství;CZ;1211-2313;1-12;9;;100,00 Kč;;;;VOLNÁ;;;;;;;;;;
Computers and Artificial Intelligence Vol.17;;;Journal;Katedra;660780;990848;KAT-JRNL-0236;BC000206431-000020;;;1998;Slovak Academic Press;Slovensko;0232-0274;1-6;17;;557,50 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vol.31;;;Journal;Katedra;;;KAT-JRNL-0237;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9162;1,2,4,5,7,8,9,10,11,12;31;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
CHIP - Počítačový magazín,Vol.8;;;Journal;Katedra;;;KAT-JRNL-0238;;;;1998;Vogel Publishing s.r.o.;Praha;1210-0684;11;8;;95,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.106;;;Journal;Katedra;;;KAT-JRNL-0239;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;106;;700,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.105;;;Journal;Katedra;;;KAT-JRNL-0240;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;105;;700,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.104;;;Journal;Katedra;;;KAT-JRNL-0241;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;104;;700,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.103;;;Journal;Katedra;;;KAT-JRNL-0242;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;103;;700,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.102;;;Journal;Katedra;;;KAT-JRNL-0243;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;102;;700,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.101;;;Journal;Katedra;;;KAT-JRNL-0244;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;101;;700,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.100;;;Journal;Katedra;;;KAT-JRNL-0245;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;100;;700,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.099;;;Journal;Katedra;;;KAT-JRNL-0246;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;99;;700,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.098;;;Journal;Katedra;;;KAT-JRNL-0247;;;;1998;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;98;;700,00 Kč;;;;VOLNÁ;;;;;;;;;;
AI Communications Vol.11;;;Journal;Katedra;;;KAT-JRNL-0248;;;;1998;IOS Press;Slovenia;0921-7126;1,3,4;11;;0,00 Kč;umělá inteligence;;;VOLNÁ;;;;;;;;;;
The Inter.Journal of Robotics Research Vol.18;;;Journal;Katedra;;;KAT-JRNL-0249;;;;1999;Sage Publications, Inc.;USA;0278-3649;1- 12;18;;5 820,00 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.32;;;Journal;Katedra;661090;200138;KAT-JRNL-0250;BC000206454-000010;;;1999;Elsevier Science Publishing Co.;Great Britain;0031-3203;1-12;32;;49237,05 Kč;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.30;;;Journal;Katedra;660710;200154;KAT-JRNL-0251;BC000206469-000010;;;1999;Česká lékařská společnost J.E.Purkyně;CZ;0301-5491;1-6;30;;408,00 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.35;;;Journal;Katedra;660707;200156;KAT-JRNL-0252;BC000206470-000010;;;1999;ÚTIA, Praha;Praha;0023-5956;1-6,5;35;;660,00 Kč;;2x č.5;;VOLNÁ;;;;;;;;;;
KI - Künstliche Intelligenz Vol.13;;;Journal;Katedra;;;KAT-JRNL-0253;;;;1999;arenDTaP Desktop Publishing, Bremen;Germany,;0933-1875;1,2,3;13;;0,00 Kč;umělá inteligence;;;VOLNÁ;;;;;;;;;;
Journal of Network and Computer Applications Vol.22;;;Journal;Katedra;;;KAT-JRNL-0254;;;;1999;Academic Press;Great Britain;1084-8045;1-4;22;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Electrical Engineering Vol.50;;;Journal;Katedra;;;KAT-JRNL-0255;;;;1999;FEI STU Bratislava;Slovensko;1335-3632;1-4,2s,5,6,9-10,11-12;50;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.23- pare 2;;;Journal;Katedra;;;KAT-JRNL-0256;;;;1999;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1-4;23;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE-Systems, Man and Cybernetics: Part B (Cybernetics) Vol.29;;;Journal;Katedra;;;KAT-JRNL-0257;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4419;1-6;29;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part C (Applications and Reviews) Vol.29;;;Journal;Katedra;;;KAT-JRNL-0258;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1094-6977;1,2,3;29;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.29;;;Journal;Katedra;;;KAT-JRNL-0259;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1083-4427;1-6;29;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.36;;;Journal;Katedra;;;KAT-JRNL-0260;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;1-5,7-12;36;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Parallel and Distributed Systems Vol.10 - sada 2;;;Journal;Katedra;;;KAT-JRNL-0261;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9219;1;10;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Parallel and Distributed Systems Vol.10 - sada 1;;;Journal;Katedra;;;KAT-JRNL-0262;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9219;1-12;10;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.10 - sada 1;;;Journal;Katedra;;;KAT-JRNL-0263;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9227;1-6;10;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks Vol.10 - sada 2;;;Journal;Katedra;;;KAT-JRNL-0264;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1045-9227;2,3,4,5,6;10;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineeering Vol.11 - sada 2;;;Journal;Katedra;;;KAT-JRNL-0265;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1041-4347;1;11;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineeering Vol.11 - sada 1;;;Journal;Katedra;;;KAT-JRNL-0266;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1041-4347;1 - 6;11;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.03;;;Journal;Katedra;;;KAT-JRNL-0267;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-7801;1,4,6;3;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems & their Applications Vol.14;;;Journal;Katedra;;;KAT-JRNL-0268;;;;1999;IEEE Computer Society;USA;1094-7167;3,4,5,6;14;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.03;;;Journal;Katedra;;;KAT-JRNL-0269;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;1089-778X;1,2,3,4;3;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Engineering Mechanics - Inženýrská mechanika Vol.6;;;Journal;Katedra;;;KAT-JRNL-0270;;;;1999;Pavel Heriban - pH service;Brno;1210-2717;1,2,4/5;6;;300,00 Kč;;;;VOLNÁ;;;;;;;;;;
Computers and Artificial Intelligence Vol.18;;;Journal;Katedra;660780;200407;KAT-JRNL-0271;BC000206066-000010;;;1999;Slovak Academic Press;Slovensko;0232-0274;1-6;18;;3560,49 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vol.32;;;Journal;Katedra;;;KAT-JRNL-0272;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9162;5 - 12;32;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
CHIP - Magazín informačních technolgií Vol.9;;;Journal;Katedra;;;KAT-JRNL-0273;;;;1999;Vogel Publishing s.r.o.;Praha;1210-0684;4;9;;124,00 Kč;;součástí jsou 2 CD;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.115;;;Journal;Katedra;;;KAT-JRNL-0274;;;;1999;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;115;;234,00 Kč;art.intelligence;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.114;;;Journal;Katedra;;;KAT-JRNL-0275;;;;1999;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;114;;234,00 Kč;art.intelligence;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.113;;;Journal;Katedra;;;KAT-JRNL-0276;;;;1999;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;113;;234,00 Kč;art.intelligence;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.112;;;Journal;Katedra;;;KAT-JRNL-0277;;;;1999;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;112;;234,00 Kč;art.intelligence;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.111;;;Journal;Katedra;;;KAT-JRNL-0278;;;;1999;Elsevier Science Publishing Co.;The Netherlands;;1-2;111;;234,00 Kč;art.intelligence;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.110;;;Journal;Katedra;;;KAT-JRNL-0279;;;;1999;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;110;;234,00 Kč;art.intelligence;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.109;;;Journal;Katedra;;;KAT-JRNL-0280;;;;1999;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;109;;234,00 Kč;art.intelligence;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.108;;;Journal;Katedra;;;KAT-JRNL-0281;;;;1999;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;108;;234,00 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.107;;;Journal;Katedra;;;KAT-JRNL-0282;;;;1999;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1,2;107;;234,00 Kč;;;;VOLNÁ;;;;;;;;;;
The Inter.Journal of Robotics Research Vol.19;;;Journal;Katedra;;;KAT-JRNL-0283;;;;2000;Sage Publications, Inc.;USA;0278-3649;1-12;19;;5 819,13 Kč;;;;VOLNÁ;;;;;;;;;;
Softwarové noviny,roč. 11;;;Journal;Katedra;660831;210290;KAT-JRNL-0284;BC000206005-000020;;;2000;Softwarové noviny,spol. s r.o.,Praha;CZ;1210-8472;1**,2-5,6**,7,8,9**,10,11**,12**;11;;600,00 Kč;;** = speciální příloha;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.33;;;Journal;Katedra;661090;210269;KAT-JRNL-0285;BC000206180-000010;;;2000;Elsevier Science Publishing Co.;Great Britain;0031-03203;1-12;33;;63518,20 Kč;;;;VOLNÁ;;;;;;;;;;
