Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;Extra1;Extra2;Extra3;Extra4;Extra5;StsCheck;StsUK;
Artificial Intelligence Vol.163;;;Journal;Katedra;;;KAT-JRNL-0523;;;1. vydání;2005;Elsevier Science Publishing Co.;Netherlanden;0004-3702;1,2;163;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence in Medicine Vol.33;;;Journal;Katedra;;;KAT-JRNL-0524;;;1. vydání;2005;Elsevier Science Publishing Co.;Holandsko;0933-3657;1,2;;;;;;;VOLNÁ;;;;;;;;;;
Arificial Intelligence Vol.162;;;Journal;Katedra;;;KAT-JRNL-0525;;;;2005;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;162;;;;;;VOLNÁ;;;;;;;;;;
Arificial Intelligence Vol.161;;;Journal;Katedra;;;KAT-JRNL-0526;;;;2005;Elsevier Science Publishing Co.;The Netherlands;0004-3702;1-2;161;;;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.39;;;Journal;Katedra;661090;270229;KAT-JRNL-0527;661090-740;;1. vydání;2006;Elsevier Science Publishing Co.;Holandsko;0031-3203;1,2,3,4,5,6,7,8,9,10,11,12;39;;84507,20 Kč;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.36;;;Journal;Katedra;660710;280110;KAT-JRNL-0528;660710-440;;;2006;Česká lékařská společnost J.E.Purkyně;ČR;0301-5491;1,2;36;;288 Kč;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.42;;;Journal;Katedra;660707;270472;KAT-JRNL-0529;660707-960;;;2006;ÚTIA, Praha;ČR;0023-5954;1,2,3,4,5,6;42;;1200 Kč;;2x všechna čísla;;VOLNÁ;;;;;;;;;;
Informatica Vol.30;;;Journal;Katedra;;;KAT-JRNL-0530;;;1. vydání;2006;The Slovene Society Informatika,Ljubljana;Slovinsko;0350-5596;1,2,3,4;30;;;;;;VOLNÁ;;;;;;;;;;
IEEE/ACM Transactions on Computational Biology and Bioinformatics Vol.3;;;Journal;Katedra;;;KAT-JRNL-0531;;;;2006;IEEE Computer Society;USA;1545-5963;1,2,3,4;3;;;;;;VOLNÁ;;;;;;;;;;
IEEE Transactions on Information Technology in Biomedicine Vol.10;;;Journal;Katedra;;;KAT-JRNL-0532;;;;2006;IEEE Computer Society;USA;1089-7771;1,2,3,4;10;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Transactions on Industrial Informatics - Vol.2;;;Journal;Katedra;;;KAT-JRNL-0533;;;;2006;IEEE Computer Society;USA;1551-3203;1,4;2;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.36;;;Journal;Katedra;;;KAT-JRNL-0534;;;1. vydání;2006;IEEE Computer Society;USA;1083-4427;1,2,3,4,5,6;36;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part C (Applications and Reviews),Vol. 36;;;Journal;Katedra;;;KAT-JRNL-0535;;;;2006;IEEE Computer Society;USA;1094-6977;1,2,4,5,6;36;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part B (Cybernetics),Vol. 36;;;Journal;Katedra;;;KAT-JRNL-0536;;;;2006;IEEE Computer Society;USA;1083-4419;1,2,3,4,5,6;36;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.43;;;Journal;Katedra;;;KAT-JRNL-0537;;;;2006;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;1,6,9,10;43;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.43;;;Journal;Katedra;;;KAT-JRNL-0538;;;;2006;The Institute of Electrical and Electronics Engineers (IEEE);USA;;1,6;43;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Signal Processing, vol 54;;;Journal;Katedra;;;KAT-JRNL-0539;;;;2006;IEEE Computer Society;USA;1053-587X;;54;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pervasive Computing Mobile and Ubiquitous System Vol.5;;;Journal;Katedra;;;KAT-JRNL-0540;;;;2006;IEEE Computer Society;USA;1536-1268;1,2,3,4;5;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.28;;;Journal;Katedra;;;KAT-JRNL-0541;;;;2006;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1,4,8,9,10,11,12;28;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.28;;;Journal;Katedra;;;KAT-JRNL-0542;;;;2006;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1,3,5,6,7,8,9,10,11,12;28;;;;2x;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks,Vol. 17;;;Journal;Katedra;;;KAT-JRNL-0543;;;1. vydání;2006;IEEE Computer Society;USA;1045-9227;1,2,3,4,6;17;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineering Vol.18;;;Journal;Katedra;;;KAT-JRNL-0544;;;;2006;The Institute of Electrical and Electronics Engineers (IEEE);USA;1041-4347;1,3,4,5,6,7,8,9,10,11,12;18;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.10;;;Journal;Katedra;;;KAT-JRNL-0545;;;1. vydání;2006;IEEE Computer Society;USA;1089-7801;1,2,3,4,5,6;10;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems Vol.21;;;Journal;Katedra;;;KAT-JRNL-0546;;;1. vydání;2006;IEEE Computer Society;USA;1541-1672;2,3,4,5,6;21;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.10;;;Journal;Katedra;;;KAT-JRNL-0547;;;1. vydání;2006;IEEE Computer Society;USA;1089-778X;1,2,3,4,5,6;10;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering in Medicine and Biology Vol.25;;;Journal;Katedra;;;KAT-JRNL-0548;;;;2006;IEEE Computer Society;USA;0739-5175;1,2,3,4,5,6;25;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Vol.53;;;Journal;Katedra;;;KAT-JRNL-0549;;;;2006;IEEE Computer Society;USA;0018-9391;1,2,3,4;53;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Review Vol.34;;;Journal;Katedra;;;KAT-JRNL-0550;;;;2006;IEEE Computer Society;USA;0360-8581;1,2,3,4;34;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Biomedical Engineering Vol.53;;;Journal;Katedra;;;KAT-JRNL-0551;;;1. vydání;2006;IEEE Computer Society;USA;0018-9294;1,2,4,5,6,7,8,9,10,11,12/I, 12/II;53;;;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.25;;;Journal;Katedra;660593;270382;KAT-JRNL-0552;660593-490;;;2006;Slovak Academic Press;SR;1335-9150;1,2-3,4,5,6;25;;3635,55 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vol.39;;;Journal;Katedra;;;KAT-JRNL-0553;;;;2006;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9162;1,3,4,5,6,7,8,9,10,11,12;39;;;;;;VOLNÁ;;;;;;;;;;
Click! - roč. 17;;;Journal;Katedra;665108;270149;KAT-JRNL-0554;665108-1350;;;2006;Softwarové noviny,spol. s r.o.,Praha;ČR;1801-2345;1,2,3,4,5,6,7,8,9,10,11,12;17;;600 Kč;;;;VOLNÁ;;;;;;;;;;
Automa;;;Journal;Katedra;;;KAT-JRNL-0555;;;;2006;FCC Public, s.r.o.;ČR;1210-9592;1,2,3,4,5,6,7,8-9,10,11,12;12;;;;3x;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.170;;;Journal;Katedra;;;KAT-JRNL-0556;;;;2006;Elsevier Science Publishing Co.;Holandsko;004-3702;1,2,3,6-7,8-9,10,11,12-13,14-15,16-17,18;170;;;;;;VOLNÁ;;;;;;;;;;
21. století Vol.4;;;Journal;Katedra;;;KAT-JRNL-0557;;;;2006;RF Hobby;ČR;1214-1097;1,2,3,5,6,7,8,9,10,extra,11,12;4;;660,00 Kč;;;;FEJTOVÁ, MARCELA;;;;;;;;;;
Scientific American Vol.297;;;Journal;Katedra;661025;280146;KAT-JRNL-0558;661025-2770;;1. vydání;2007;Scientific American;USA;0036-8733;1,2,3,4,5;297;;1020 Kč;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.296;;;Journal;Katedra;661025;280144;KAT-JRNL-0559;661025-2750;;;2007;Scientific American;USA;0036-8733;1,2,3,4,5,6;296;;1020 Kč;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.40;;;Journal;Katedra;661090;280178;KAT-JRNL-0560;661090-870;;1. vydání;2007;Elsevier Science Publishing Co.;NL;0031-3203;1,2,3,4,5,6,7,8,9,10,11,12;40;;85335,60 Kč;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.37;;;Journal;Katedra;;;KAT-JRNL-0561;;;1. vydání;2007;Česká lékařská společnost J.E.Purkyně;ČR;0301-5491;1;37;;;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.43;;;Journal;Katedra;660707;280219;KAT-JRNL-0562;660707-1820;;1. vydání;2007;ÚTIA, Praha;CZ;0023-5954;1,2,3,4,5,6;43;;1440 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.31;;;Journal;Katedra;;;KAT-JRNL-0563;;;;2007;The Slovene Society Informatika,Ljubljana;Slovinsko;0350-5596;1,2;31;;;;;;VOLNÁ;;;;;;;;;;
IEEE/ACM Transactions on Computational Biology and Bioinformatics Vol.4;;;Journal;Katedra;;;KAT-JRNL-0564;;;;2007;IEEE Computer Society;USA;1545-5963;1;4;;;;;;VOLNÁ;;;;;;;;;;
IEEE Transactions on Information Technology in Biomedicine Vol.11;;;Journal;Katedra;;;KAT-JRNL-0565;;;;2007;IEEE Computer Society;USA;1089-7771;1,4;11;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Transactions on Industrial Informatics - Vol.3;;;Journal;Katedra;;;KAT-JRNL-0566;;;1. vydání;2007;IEEE Computer Society;USA;1551-3203;1;3;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems,Man and Cybernetics: Part A (Systems and Humans) Vol.37;;;Journal;Katedra;;;KAT-JRNL-0567;;;;2007;IEEE Computer Society;USA;1083-4427;1,3,5;37;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part C (Applications and Reviews),Vol. 37;;;Journal;Katedra;;;KAT-JRNL-0568;;;1. vydání;2007;IEEE Computer Society;USA;1094-6977;1,2,3;37;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Systems, Man, and Cybernetics, Part B (Cybernetics),Vol. 37;;;Journal;Katedra;;;KAT-JRNL-0569;;;1. vydání;2007;IEEE Computer Society;USA;1083-4419;3,4;37;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Spectrum Vol.44;;;Journal;Katedra;;;KAT-JRNL-0570;;;1. vydání;2007;The Institute of Electrical and Electronics Engineers (IEEE);USA;0018-9235;1,3,4;44;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pervasive Computing Mobile and Ubiquitous System Vol.6;;;Journal;Katedra;;;KAT-JRNL-0571;;;;2007;IEEE Computer Society;USA;1536-1268;1,3;6;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.29;;;Journal;Katedra;;;KAT-JRNL-0572;;;1. vydání;2007;IEEE Computer Society;USA;0162-8828;1,2,3,4,8,9;29;;;;č1,2,3 2x, č.4 1x, č.8,9 2x;;VOLNÁ;;;;;;;;;;
IEEE - Neural Networks,Vol. 18;;;Journal;Katedra;;;KAT-JRNL-0573;;;;2007;IEEE Computer Society;USA;1045-9227;1,4;18;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Knowledge and Data Engineering Vol.19;;;Journal;Katedra;;;KAT-JRNL-0574;;;;2007;IEEE Computer Society;USA;1041-4347;1,2,3,4,8;19;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Internet Computing Vol.11;;;Journal;Katedra;;;KAT-JRNL-0575;;;;2007;IEEE Computer Society;USA;1089-7801;1,2,4;11;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Intelligent Systems Vol.22;;;Journal;Katedra;;;KAT-JRNL-0576;;;1. vydání;2007;IEEE Computer Society;USA;1541-1672;2;22;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Evolutionary Computation Vol.11;;;Journal;Katedra;;;KAT-JRNL-0577;;;1. vydání;2007;IEEE Computer Society;USA;1089-778X;1,2,4;11;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Vol.54;;;Journal;Katedra;;;KAT-JRNL-0578;;;;2007;IEEE Computer Society;USA;0018-9391;1,2,3;54;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Engineering Management Review Vol.35;;;Journal;Katedra;;;KAT-JRNL-0579;;;;2007;IEEE Computer Society;USA;0360-8581;1,2;35;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Biomedical Engineering Vol.54;;;Journal;Katedra;;;KAT-JRNL-0580;;;;2007;IEEE Computer Society;USA;0018-9294;1,2,3,4,5,9;54;;;;;;VOLNÁ;;;;;;;;;;
Enterprise Information Systems Vol.1;;;Journal;Katedra;684395;280180;KAT-JRNL-0581;684395-50;;1. vydání;2007;Taylor & Francis;USA;1751-7575;1,2,3,4;1;;11970 Kč;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.26;;;Journal;Katedra;660593;280216;KAT-JRNL-0582;660593-630;;;2007;Slovak Academic Press;Slovensko;1335-9150;1,2,3,4,5,6;26;;3946,33 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vol.40;;;Journal;Katedra;;;KAT-JRNL-0583;;;;2007;IEEE Computer Society;USA;0018-9162;1,2,3,4;40;;;;;;VOLNÁ;;;;;;;;;;
Click! - roč. 18;;;Journal;Katedra;665108;280052;KAT-JRNL-0584;665108-1900;;;2007;Softwarové noviny,spol. s r.o.,Praha;ČR;1801-2345;1,2,3,4,5,6,7,8,9,10,11,12;18;;600 Kč;;;;VOLNÁ;;;;;;;;;;
Automa;;;Journal;Katedra;;;KAT-JRNL-0585;;;;2007;FCC Public, s.r.o.;ČR;1210-9592;1,2,3,4,5;13;;;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence Vol.171;;;Journal;Katedra;;;KAT-JRNL-0586;;;;2007;Elsevier Science Publishing Co.;Holandsko;004-3702;1,2-3,5-6;171;;;;;;VOLNÁ;;;;;;;;;;
21. století Vol.5;;;Journal;Katedra;661710;280033;KAT-JRNL-0587;661710-2600;;;2007;RF Hobby;ČR;1214-1097;1,3,4,5, léto/2007, 6,7,8,9, podzim/2007,10, 11,12;5;;684 Kč;;;;VOLNÁ;;;;;;;;;;
Scientific American, české vydání, 2008;;;Journal;Katedra;;;KAT-JRNL-0588;;;;2008;;CZ;1213-7723;1,2,3,4,5,6,7,12;2008;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.298;;;Journal;Katedra;;;KAT-JRNL-0589;;;;2008;Scientific American;USA;0036-8733;1,2,3,4,5,6;298;;;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.41;;;Journal;Katedra;661090;290249;KAT-JRNL-0590;661090-1210;;1. vydání;2008;Elsevier Science Publishing Co.;NL;0031-3203;1,2,3,4,5,6,7,8,9,10,11,12;41;;84495,60 Kč;;;;VOLNÁ;;;;;;;;;;
Lékař a technika Vol.38;;;Journal;Katedra;;;KAT-JRNL-0591;;;;2008;Česká lékařská společnost J.E.Purkyně;ČR;0301-5491;1,2;38;;;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.44;;;Journal;Katedra;;;KAT-JRNL-0592;;;;2008;ÚTIA, Praha;ČR;0023-5954;1,2,3,4,5,6 (2x);44;;;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.32;;;Journal;Katedra;;;KAT-JRNL-0593;;;;2008;The Slovene Society Informatika,Ljubljana;Slovinsko;;2,3;32;;;;;;VOLNÁ;;;;;;;;;;
Enterprise Information Systems Vol.2;;;Journal;Katedra;684395;290216;KAT-JRNL-0594;684395-100;;;2008;Taylor & Francis;GB;1751-7575;1,2,3,4;2;;11789,40 Kč;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.27;;;Journal;Katedra;;;KAT-JRNL-0595;;;;2008;Slovak Academic Press;SR;1335-9150;1,2,3,4,5,6;27;;;;;;VOLNÁ;;;;;;;;;;
Click! - roč. 19;;;Journal;Katedra;665108;290121;KAT-JRNL-0596;665108-2710;;1. vydání;2008;Softwarové noviny,spol. s r.o.,Praha;ČR;1801-2345;1-2,3,4,5,6,7,8;19;;532,64 Kč;;;;VOLNÁ;;;;;;;;;;
Artificial Intelligence - Vol.172;;;Journal;Katedra;;;KAT-JRNL-0597;;;;2008;;NL;0004-3702;1,4-5,6-7,8-9,10,11,12-13,14,15,16-17,18;172;;;;;;VOLNÁ;;;;;;;;;;
21. století Vol.6;;;Journal;Katedra;;;KAT-JRNL-0598;;;1. vydání;2008;RF Hobby;ČR;1214-1097;1,2,3+CD,4,5,6,7,8,9,10,11,12;6;;;;;;VOLNÁ;;;;;;;;;;
Scientific American, české vydání, 2009;;;Journal;Katedra;;;KAT-JRNL-0599;;;;2009;Scientific American;CZ;;1,2,3;;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.301;;;Journal;Katedra;;;KAT-JRNL-0600;;;;2009;Scientific American;USA;0036-8733;č.1 2x, č.2 2x, č.3 2x,č.6 2x;301;;;;1x GL, 1x CMP;;VOLNÁ;;;;;;;;;;
Scientific American Vol.300;;;Journal;Katedra;;;KAT-JRNL-0601;;;;2009;Scientific American;USA;0036-8733;č.1-2x,č.2 2x,č.3 2x, č.4.2x, č.5 2x, č.6 2x, November 2009 2x;300;;;;1xUI, 1xCMP;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.42;;;Journal;Katedra;;;KAT-JRNL-0602;;;1. vydání;2009;Elsevier Academic Press;Holandsko;0031-3203;1,2,3,4,5,6,7,8,9,10,11,12;42;;;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.43;;;Journal;Katedra;;;KAT-JRNL-0603;;;;2009;Elsevier Academic Press;USA;0031-3203;;;;;;january 2010, February 2010,March 2010, April 2010, May 2010, June 2010, July 2010, August 2010, September 2010, October 2010, November 2010, December 2010;;VOLNÁ;26.10.2009 - 30.04.2010;;;;;;;;;
Kybernetika Vol.45;;;Journal;Katedra;660707;290316;KAT-JRNL-0604;660707-2200;;;2009;;ČR;0023-5954;1,2,3,4,5,6;45;;;;;;VOLNÁ;;;;;;;;;;
International Journal of Agent-Oriented Software Engineering;;;Journal;Katedra;;;KAT-JRNL-0605;;;;2009;Inderscience Enterprices Ltd;GB;1746-1375;2/3;3;;;;;;VOLNÁ;;;;;;;;;;
Enterprise Information Systems Vol.3;;;Journal;Katedra;;;KAT-JRNL-0606;;;;2009;Taylor & Francis;UK;1751-7575;1,2,3,4;3;;;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.28;;;Journal;Katedra;;;KAT-JRNL-0607;;;;2009;Slovak Academic Press;Slovensko;1335-9150;1,2,3,4,5,6;28;;2874 Kč;;;;VOLNÁ;;;;;;;;;;
Artficial Intelligence Vol.173;;;Journal;Katedra;;;KAT-JRNL-0608;;;;2009;Elsevier Academic Press;NL;0004-3702;2,3-4;173;;;;;;VOLNÁ;;;;;;;;;;
21. století Vol.7;;;Journal;Katedra;;;KAT-JRNL-0609;;;1. vydání;2009;RF Hobby;ČR;1214-1097;1,2,3,4,5, léto 2009,6,7,8,9,podzim 2009,11, 12/2009;7;;;;;;FEJTOVÁ, MARCELA;;;;;;;;;;
Scientific American Vol.303;;;Journal;Katedra;;;KAT-JRNL-0610;;;;2010;;;0036-8733;č.1 2x, č. 2x2, č.3 2x,č.4 2x, č.5 2x, č.6 2x;;;;;;;VOLNÁ;;;;;;;;;;
Scientific American - české vydání;;;Journal;Katedra;;;KAT-JRNL-0611;;;;2010;Scientific American;Praha;;01/10 - 1x, 02/10 - 1x, 03/10 - 1x,04/10 - 1x,;;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.302;;;Journal;Katedra;;;KAT-JRNL-0612;;;;2010;;;9770036873107;č.1 2x,č.2 2x, č.3 2x,č.4 2x, č.5 2x, č.6 2x;;;;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.46;;;Journal;Katedra;;;KAT-JRNL-0613;;;46. vydání;2010;;ČR;0023-5954;1,2,3,4,5,6;;;;;;;VOLNÁ;;;;;;;;;;
Enterprise Information Systems - Vol. 4;;;Journal;Katedra;;;KAT-JRNL-0614;;;;2010;Taylor & Francis;UK;1751-7575;1,2,3,4;4;;;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol.29;;;Journal;Katedra;;;KAT-JRNL-0615;;;;2010;;Slovensko;1335-9150;1,2,3,4,5,6,6+;29;;2874 Kč;;;;VOLNÁ;;;;;;;;;;
21. století;;;Journal;Katedra;;;KAT-JRNL-0616;;;;2010;RF Hobby;ČR;9771214109001;1,2,3,4, Jaro,5,6,7,8,9,10,podzim 2010,11,12;;;;;;;FEJTOVÁ, MARCELA;17.03.2010 - 30.04.2010;;;;;;;;;
Scientific American Vol.305;;;Journal;Katedra;;;KAT-JRNL-0617;;;;2011;;;0036-8733;č.1 2x, č.2 2x, č.4 2x,č.5 2x, č.6 2x;;;;;;;VOLNÁ;04.08.2011 - 04.02.2012;;;;;;;;;
Scientific American Vol.304;;;Journal;Katedra;;;KAT-JRNL-0618;;;;2011;;;0036-8733;č.1 2x,, č. 3 2x, č 4 2x, č.2 2x, č.5 2x,č.6 2x, special Issue 2x;;;;;;;VOLNÁ;;;;;;;;;;
Scientific American - české vydání;;;Journal;Katedra;;;KAT-JRNL-0619;;;;2011;Scientific American;Praha;;leden, únor, březen,duben, květen,červen, červenec,srpen 2x,;;;;;;;VOLNÁ;;;;;;;;;;
Pattern Recognition Vol.44;;;Journal;Katedra;;;KAT-JRNL-0620;;;;2011;Elsevier Academic Press;USA;0031-3203;January 2011,February 2011,March 2011, April 2011,May 2011, June 2011, July 2011, August 2011,September 2011,october/November 2011, December 2011;;;;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.47;;;Journal;Katedra;;;KAT-JRNL-0621;;;;2011;;ČR;0023-5954;1,2,3,4,5,6;47;;;;;;VOLNÁ;;;;;;;;;;
Enterprise Information Systems - Vol.5;;;Journal;Katedra;;;KAT-JRNL-0622;;;;2011;Taylor & Francis;UK;1751-7575;1,2,3,4;5;;;;;;VOLNÁ;;;;;;;;;;
Computing and Informatics Vol. 30;;;Journal;Katedra;;;KAT-JRNL-0623;;;;2011;;Slovensko;1335-9150;1,2,3,4,5,6;30;;;;;;VOLNÁ;;;;;;;;;;
21. století;;;Journal;Katedra;;;KAT-JRNL-0624;;;;2011;RF Hobby;ČR;1214-1097;2,3,4,5, jaro 2011,6,7,8,9,10,11,podzim 2011,12;;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.306+Vol.307;;;Journal;Katedra;;;KAT-JRNL-0625;;;;2012;;;0036-8733;č.1 2x, č.2 2x, č.3 2x, č.4 2x, č. 5 2x, č. 6 2x, 307 - č.1 2x, č.2 2x, č.3 2x, č.4 2x,č.5 2x, č.6 2x;;;;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.48;;;Journal;Katedra;;;KAT-JRNL-0626;;;;2012;;ČR;0023-5954;č. 1, č. 2, č.3, č.4, č.5, č.6;;;;;;;VOLNÁ;;;;;;;;;;
Computing and informatics Vol. 31;;;Journal;Katedra;;;KAT-JRNL-0627;;;1. vydání;2012;;Slovensko;1335-9150;č. 1,2,3,4,5,6, 6+;31;;;;;;VOLNÁ;;;;;;;;;;
21. století;;;Journal;Katedra;;;KAT-JRNL-0628;;;;2012;RF Hobby;ČR;1214-1097;1,2,3,4,5, Jaro,6,7,8,9,10,11, Podzim, 12;;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.308 + 309;;;Journal;Katedra;;;KAT-JRNL-0629;;;;2013;;;0036-8733;1,2,3,4,5,6, 1,2,3,4,5,6;;;;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.49;;;Journal;Katedra;;;KAT-JRNL-0630;;;;2013;;ČR;0023-5954;1,2,3,4,5,6;;;;;;;VOLNÁ;;;;;;;;;;
International Innovation. Disseminating science, Research and Technology;;;Journal;Katedra;;;KAT-JRNL-0631;;140;1. vydání;2013;;Bristol;;August 2013;;;;;;;VOLNÁ;;;;;;;;;;
21.století;;;Journal;Katedra;;;KAT-JRNL-0632;;;;2013;RF Hobby;ČR;12-14-1097;1,2,3,4,jaro,5,6,7,8,9,10, podzim, 11,12;;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.310+311;;;Journal;Katedra;;;KAT-JRNL-0633;;;;2014;Scientific American;USA;0036-8733;1,2,3,4,5,6,1,2,3,4,5,6;;;;;;;VOLNÁ;;;;;;;;;;
Kybernetika Vol.50;;;Journal;Katedra;;;KAT-JRNL-0634;;;1. vydání;2014;;ČR;0023-5954;1,2,3,4,5;;;;;;;VOLNÁ;;;;;;;;;;
21. století;;;Journal;Katedra;;;KAT-JRNL-0635;;;;2014;RF Hobby;ČR;1214-1097;1, 2,3,4, Jaro,5,6,7,8,9,10, podzim,11,12;;;;;;;VOLNÁ;;;;;;;;;;
Scientific American Vol.312;;;Journal;Katedra;;;KAT-JRNL-0636;;;;2015;Scientific American;New York;0036-8733;1;312;;;;;;VOLNÁ;;;;;;;;;;
