Nazev;Autor;Spoluautori;DruhPublikace;Deponovano;SystemoveCislo;EvidencniCisloFEL;EvidencniCisloOddeleni;CarovyKod;PocetStran;Vydani;RokVydani;Vydavatel;ZemeVydani;ISBNorISSN;CisloCasopisu;RocnikCasopisu;Konference;Cena;KlicovaSlova;Poznamka;Vlozeno;ZapujcenoKomu;ZapujcenoOd;ZapujcenoDo;Extra1;Extra2;Extra3;Extra4;Extra5;StsCheck;StsUK;
Int. Journal of Computer Vision Vol.54;;;Journal;CMP;661172;240497;CMP-J0110;BC000206083-000010;;1. vydání;2003;Kluwer Academic Publishers;Netherlands;0920-5691;1,2,3;54;;11235,22 Kč;;;;VOLNÁ;;;;;;;;;;
Int. Journal of Computer Vision Vol.55;;;Journal;CMP;661172;240498;CMP-J0111;BC000206036-000010;;;2003;Kluwer Academic Publishers;USA;0920-5691;1,2/3;55;;11235,22 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.51;;;Journal;CMP;661172;240495;CMP-J0112;BC000206072-000010;;;2003;Kluwer Academic Publishers;USA;0920-5691;1,2,3,;51;;11235,22 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.18;;;Journal;CMP;661011;240551;CMP-J0113;BC000206171-000010;;;2003;Kluwer Academic Publishers;USA;0924-9907;1,2,3;18;;12519,45 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.19;;;Journal;CMP;661011;240552;CMP-J0114;BC000206188-000010;;;2003;Kluwer Academic Publishers;Netherlands;0924-9907;1,2,3;19;;12519,30 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.85;;;Journal;CMP;661040;230489;CMP-J0115;BC000206745-000010;;;2002;Academic Press;USA;1077-3142;1,2,3;85;;;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.86;;;Journal;CMP;661040;230490;CMP-J0116;BC000206746-000010;;;2002;Academic Press;USA;1077-3142;1,2,3;86;;;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.88;;;Journal;CMP;661040;230492;CMP-J0117;BC000206748-000010;;;2002;Elsevier Science Publishing Co.;USA;1077-3142;1,2,3;88;;;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.87;;;Journal;CMP;661040;230491;CMP-J0118;BC000206747-000010;;;2002;Elsevier Science Publishing Co.;USA;1077-3142;1,2,3;87;;;;č. 1,2,3 v jednom se�itě;;VOLNÁ;;;;;;;;;;
Graphical Models Vol.64;;;Journal;CMP;665242;251631;CMP-J0119;206700-130;;;2002;Academic Press;USA;1524-0703;1,2,3,4,5,6;64;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.24, sada 1;;;Journal;CMP;;;CMP-J0120;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-6,8,9,10,11,12;24;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.24, sada 2;;;Journal;CMP;;;CMP-J0121;;;;2002;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;2,3,6,10,11,12;24;;;;;;VOLNÁ;;;;;;;;;;
Image and Vision Computing,Vol.20;;;Journal;CMP;661177;230488;CMP-J0122;BC000206744-000010;;;2002;Elsevier Science Publishing Co.;The Netherlands;0262-8856;1-12, 13-14;20;;34327,80 Kč;;;;VOLNÁ;;;;;;;;;;
Inter. Journal of Computer Vision Vol.50;;;Journal;CMP;661172;230507;CMP-J0123;BC000206763-000010;;;2002;Kluwer Academic Publishers;NL;0920-5691;1,2,3;50;;;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.46;;;Journal;CMP;661172;230503;CMP-J0124;BC000206759-000010;;;2002;Kluwer Academic Publishers;USA;0920-5691;1,2,3;46;;;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.47;;;Journal;CMP;661172;230504;CMP-J0125;BC000206760-000010;;;2002;Kluwer Academic Publishers;USA;0920-5691;1/2/3;47;;;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.48;;;Journal;CMP;661172;230505;CMP-J0126;BC000206761-000010;;;2002;Kluwer Academic Publishers;USA;0920-5691;1-3;48;;;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.49;;;Journal;CMP;661172;230506;CMP-J0127;BC000206762-000010;;;2002;Kluwer Academic Publishers;NL;0920-5691;1,2/3;49;;;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.17;;;Journal;CMP;661011;230509;CMP-J0128;BC000206765-000010;;;2002;Kluwer Academic Publishers;NL;0924-9907;1,2,3;17;;;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.16;;;Journal;CMP;661011;230508;CMP-J0129;BC000206764-000010;;;2002;Kluwer Academic Publishers;USA;0924-9907;1,2,3;16;;;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding,Vol.81;;;Journal;CMP;661040;230434;CMP-J0130;BC000206696-000010;;;2001;Academic Press;USA;1077-3142;1,2,3;81;;;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding,Vol.82;;;Journal;CMP;661040;230435;CMP-J0131;BC000206697-000010;;;2001;Academic Press;USA;1077-3142;1,2,3;82;;;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding,Vol.83;;;Journal;CMP;661040;230436;CMP-J0132;BC000206698-000010;;;2001;Academic Press;USA;1077-3142;1,2,3;83;;;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding,Vol.84;;;Journal;CMP;661040;230437;CMP-J0133;BC000206699-000010;;;2001;Academic Press;USA;1077-3142;1,2,3;84;;;;;;VOLNÁ;;;;;;;;;;
Graphical Models,Vol.63;;;Journal;CMP;665242;230438;CMP-J0134;BC000206700-000010;;;2001;Academic Press;USA;1524-0703;1-6;63;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.23, sada 1;;;Journal;CMP;;;CMP-J0135;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-12;23;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.23, sada 2;;;Journal;CMP;;;CMP-J0136;;;;2001;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-12;23;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Image and Vision Computing,Vol.19;;;Journal;CMP;661177;220844;CMP-J0137;BC000206608-000010;;;2001;Elsevier Science Publishing Co.;The Netherlands;0262-8856;1-2,3,4,5,6,7,8,9-10,11,12,13,14;19;;32200,00 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.41;;;Journal;CMP;661172;220836;CMP-J0138;BC000206600-000010;;;2001;Kluwer Academic Publishers;USA;0920-5691;1/2,3;41;;9896,85 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.42;;;Journal;CMP;661172;220837;CMP-J0139;BC000206601-000010;;;2001;Kluwer Academic Publishers;USA;0920-5691;1/2,3;42;;9896,86 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.43;;;Journal;CMP;661172;220838;CMP-J0140;BC000206602-000010;;;2001;Kluwer Academic Publishers;USA;0920-5691;1,2,3;43;;9896,86 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.44;;;Journal;CMP;661172;220839;CMP-J0141;BC000206603-000010;;;2001;Kluwer Academic Publishers;USA;0920-5691;1,2,3;44;;9896,86 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.45;;;Journal;CMP;661172;220840;CMP-J0142;BC000206604-000010;;;2001;Kluwer Academic Publishers;USA;0920-5691;1,2,3;45;;9896,86 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.14;;;Journal;CMP;661011;220841;CMP-J0143;BC000206605-000010;;;2001;Kluwer Academic Publishers;USA;0924-9907;1,2,3;14;;10515,41 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.15;;;Journal;CMP;661011;220842;CMP-J0144;BC000206606-000010;;;2001;Kluwer Academic Publishers;USA;0924-9907;1/2,3;15;;10515,41 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding,Vol.77;;;Journal;CMP;661040;210278;CMP-J0145;BC000206286-000010;;;2000;Academic Press;USA;1077-3142;1,2;77;;8687,26 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding,Vol.78;;;Journal;CMP;661040;210279;CMP-J0146;BC000206035-000010;;;2000;Academic Press;USA;1077-3142;1-3;78;;8687,27 Kč;;cena za celý rok 2000;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding,Vol.79;;;Journal;CMP;661040;210280;CMP-J0147;BC000206212-000010;;;2000;Academic Press;USA;1077-3142;1,2,3;79;;8687,27 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding,Vol.80;;;Journal;CMP;661040;210281;CMP-J0148;BC000206177-000010;;;2000;Academic Press;USA;1077-3142;1,2,3;;;8687,27 Kč;;;;VOLNÁ;;;;;;;;;;
Graphical Models,Vol.62;;;Journal;CMP;665242;210277;CMP-J0149;BC000206279-000010;;;2000;Academic Press;USA;1524-0703;1-6;62;;19878,12 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.22, sada 1;;;Journal;CMP;;;CMP-J0150;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-12;22;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.22, sada 2;;;Journal;CMP;;;CMP-J0151;;;;2000;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;2-12;22;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Image and Vision Computing,Vol.18;;;Journal;CMP;661177;210282;CMP-J0152;BC000206181-000010;;;2000;Elsevier Science Publishing Co.;The Netherlands;0262-8856;1-14;18;;32350,09 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.24;;;Journal;CMP;;;CMP-J0153;;;;2000;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1,2,4;24;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.36;;;Journal;CMP;661172;210270;CMP-J0154;BC000206125-000010;;;2000;Kluwer Academic Publishers;USA;0920-5691;1,2,3;36;;8186,04 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.37;;;Journal;CMP;661172;210271;CMP-J0155;BC000206381-000010;;;2000;Kluwer Academic Publishers;USA;0920-5691;1,2,3;37;;8186,05 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.38;;;Journal;CMP;661172;210272;CMP-J0156;BC000206051-000010;;;2000;Kluwer Academic Publishers;USA;0920-5691;1-3;38;;8186,05 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.39;;;Journal;CMP;661172;210273;CMP-J0157;BC000206307-000010;;;2000;Kluwer Academic Publishers;USA;0920-5691;1,2,3;39;;8186,05 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.40;;;Journal;CMP;661172;210274;CMP-J0158;BC000206287-000010;;;2000;Kluwer Academic Publishers;USA;0920-5691;1;40;;8186,05 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.12;;;Journal;CMP;661011;210275;CMP-J0159;BC000206282-000010;;;2000;Kluwer Academic Publishers;USA;0924-9907;1,2,3;12;;8865,87 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.13;;;Journal;CMP;661011;210276;CMP-J0160;BC000206037-000010;;;2000;Kluwer Academic Publishers;USA;0924-9907;1,2,3;13;;8865,88 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.73;;;Journal;CMP;661040;200139;CMP-J0161;BC000206455-000010;;;1999;Academic Press;USA;1077-3142;1,2,3;73;;6487,57 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.74;;;Journal;CMP;661040;200140;CMP-J0162;BC000206456;;;1999;Academic Press;USA;1077-3142;1-3;74;;6487,57 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.75;;;Journal;CMP;661040;200141;CMP-J0163;BC000206457-000010;;;1999;Academic Press;USA;1077-3142;1/2,3,;75;;6487,58 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.76;;;Journal;CMP;661040;200142;CMP-J0164;BC000206458-000010;;;1999;Academic Press;USA;1077-3141;1,2,3;76;;6487,58 Kč;;;;VOLNÁ;;;;;;;;;;
Graphical Models and Image Processing,Vol.61;;;Journal;CMP;665243;200143;CMP-J0165;BC000206459-000010;;;1999;Academic Press;USA;1077-3169;1-6;61;;15845,95 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence,Vol.21 - sada 1;;;Journal;CMP;;;CMP-J0166;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-12;21;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence,Vol.21- sada 2;;;Journal;CMP;;;CMP-J0167;;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-12;21;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Transactions on Image Processing Vol.08;;;Journal;CMP;666568;200152;CMP-J0168;BC000206468-000010;;;1999;The Institute of Electrical and Electronics Engineers (IEEE);Great Britain;1057-7149;1-12;8;;18644,55 Kč;;;;VOLNÁ;;;;;;;;;;
Image and Vision Computing Vol.17;;;Journal;CMP;661177;200144;CMP-J0169;BC000206460-000010;;;1999;Elsevier Science Publishing Co.;The Netherlands;0262-8856;1-14;17;;29018,00 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.23;;;Journal;CMP;;;CMP-J0170;;;;1999;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1,2,3;23;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.31;;;Journal;CMP;661172;200145;CMP-J0171;BC000206461-000010;;;1999;Kluwer Academic Publishers;USA;0920-5691;1,2/3;31;;7107,58 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.32;;;Journal;CMP;661172;200146;CMP-J0172;BC000206462-000010;;;1999;Kluwer Academic Publishers;USA;0920-5691;1-3;32;;7107,58 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.33;;;Journal;CMP;661172;200147;CMP-J0173;BC000206463-000010;;;1999;Kluwer Academic Publishers;USA;0920-5691;1-3;33;;7107,58 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.34;;;Journal;CMP;661172;200148;CMP-J0174;BC000206464-000010;;;1999;Kluwer Academic Publishers;USA;0920-5691;1,2/3;34;;7107,58 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.35;;;Journal;CMP;661172;200149;CMP-J0175;BC000206465-000010;;;1999;Kluwer Academic Publishers;USA;0920-5691;1,2,3;35;;7621,45 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.10;;;Journal;CMP;661011;200150;CMP-J0176;BC000206466-000010;;;1999;Kluwer Academic Publishers;USA;0924-9907;1,2,3;10;;7621,45 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.11;;;Journal;CMP;661011;200151;CMP-J0177;BC000206467-000010;;;1999;Kluwer Academic Publishers;USA;0924-9907;1,2,3;11;;7621,45 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.69;;;Journal;CMP;661040;990731;CMP-J0178;BC000206085-000010;;;1998;Academic Press;USA;1077-3142;1,2,3;69;;6201,50 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.70;;;Journal;CMP;661040;990732;CMP-J0179;BC000206080-000010;;;1998;Academic Press;USA;1077-3142;1,2,3;70;;6201,50 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.71;;;Journal;CMP;661040;990733;CMP-J0180;BC000206076-000010;;;1998;Academic Press;USA;1077-3142;1,2,3;71;;6200,40 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.72;;;Journal;CMP;661040;990734;CMP-J0181;BC000205970-000010;;;1998;Academic Press;USA;1077-3142;1,2,3;72;;6200,00 Kč;;;;VOLNÁ;;;;;;;;;;
Graphical Models and Image Processing Vol.60;;;Journal;CMP;665243;990735;CMP-J0182;BC000206055-000010;;;1998;Academic Press;USA;1077-3169;1 až 6;60;;15211,20 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.20;;;Journal;CMP;;;CMP-J0183;;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-12;20;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Transactions on Image Processing Vol.07;;;Journal;CMP;666568;990736;CMP-J0184;BC000206032-000010;;;1998;The Institute of Electrical and Electronics Engineers (IEEE);Great Britain;1057-7149;1 až 12;7;;17793,90 Kč;;;;VOLNÁ;;;;;;;;;;
Image and Vision Computing Vol.16;;;Journal;CMP;661177;990737;CMP-J0185;BC000206001-000010;;;1998;Elsevier Science Publishing Co.;The Netherlands;0262-8856;1 až 14;16;;29213,90 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.22;;;Journal;CMP;;;CMP-J0186;;;;1998;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1,2,3;22;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.26;;;Journal;CMP;661172;990738;CMP-J0187;BC000206088-000010;;;1998;Kluwer Academic Publishers;USA;0920-5691;1,2,3;26;;7395,70 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.27;;;Journal;CMP;661172;990739;CMP-J0188;BC000206018-000010;;;1998;Kluwer Academic Publishers;USA;0920-5691;1,2,3;27;;7395,70 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.28;;;Journal;CMP;661172;990740;CMP-J0189;BC000206190-000010;;;1998;Kluwer Academic Publishers;USA;0920-5691;1,2,3;28;;7395,70 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.29;;;Journal;CMP;661172;990741;CMP-J0190;BC000206141-000010;;;1998;Kluwer Academic Publishers;USA;0920-5691;1,2,3;29;;7395,70 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.30;;;Journal;CMP;661172;990742;CMP-J0191;BC000206143-000010;;;1998;Kluwer Academic Publishers;USA;0920-5691;1,2,3;30;;7395,70 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.08;;;Journal;CMP;661011;990743;CMP-J0192;BC000206239-000010;;;1998;Kluwer Academic Publishers;USA;0924-9907;1,2,3;8;;8241,20 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.09;;;Journal;CMP;661011;990744;CMP-J0193;BC000206355-000010;;;1998;Kluwer Academic Publishers;USA;0924-9907;1,2,3;9;;8241,20 Kč;;;;VOLNÁ;;;;;;;;;;
Optical Engineering Vol.37;;;Journal;CMP;;;CMP-J0194;;;;1998;The International Society for Optical Engineering - SPIE;;;1,2;37;;;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.65;;;Journal;CMP;661040;981407;CMP-J0195;BC000028143-000010;;;1997;Academic Press;USA;1077-3142;1,2,3;65;;18094,80 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.66;;;Journal;CMP;661040;981408;CMP-J0196;BC000028144-000010;;;1997;Academic Press;USA;1077-3142;1,2,3;66;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.67;;;Journal;CMP;661040;981409;CMP-J0197;BC000028145-000010;;;1997;Academic Press;USA;1077-3142;1,2,3;67;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Computer Vision and Image Understanding Vol.68;;;Journal;CMP;661040;981410;CMP-J0198;BC000028146-000010;;;1997;Academic Press;USA;1077-3142;1,2,3;68;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Graphical Models and Image Processing Vol.59;;;Journal;CMP;665243;981413;CMP-J0199;BC000028149-000010;;;1997;Academic Press;USA;1077-3169;1 až 5;59;;11851,20 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.19;;;Journal;CMP;;;CMP-J0200;;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1,3,5-11;19;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Transactions on Image Processing Vol.06;;;Journal;CMP;666568;990627;CMP-J0201;BC000206127-000010;;;1997;The Institute of Electrical and Electronics Engineers (IEEE);Great Britain;1057-7149;1 až 12;6;;13604,90 Kč;;;;VOLNÁ;;;;;;;;;;
Image and Vision Computing Vol.15;;;Journal;CMP;661177;981411;CMP-J0202;BC000028147-000010;;;1997;Elsevier Science Publishing Co.;The Netherlands;0262-8858;1 až 12;15;;24737,00 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.21;;;Journal;CMP;;;CMP-J0203;;;;1997;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;1 až 4;21;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.21;;;Journal;CMP;661172;981402;CMP-J0204;BC000028138-000010;;;1997;Kluwer Academic Publishers;USA;0920-5691;1,2,3;21;;31951,90 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.22;;;Journal;CMP;661172;981403;CMP-J0205;BC000028139-000010;;;1997;Kluwer Academic Publishers;USA;0920-5691;1,2,3;22;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.23;;;Journal;CMP;661172;981404;CMP-J0206;BC000028140-000010;;;1997;Kluwer Academic Publishers;USA;0920-5691;1,2,3;23;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.24;;;Journal;CMP;661172;981405;CMP-J0207;BC000028141-000010;;;1997;Kluwer Academic Publishers;USA;0920-5691;1,2,3;24;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.25;;;Journal;CMP;661172;981406;CMP-J0208;BC000028142-000010;;;1997;Kluwer Academic Publishers;USA;0920-5691;1,2,3;25;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.07;;;Journal;CMP;661011;981412;CMP-J0209;BC000028148-000010;;;1997;Kluwer Academic Publishers;USA;0924-9907;1 až 4;7;;10082,00 Kč;;;;VOLNÁ;;;;;;;;;;
Optical Engineering Vol.36;;;Journal;CMP;;;CMP-J0210;;;;1997;The International Society for Optical Engineering - SPIE;;;3 až 12;36;;;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.18;;;Journal;CMP;;;CMP-J0211;;;;1996;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1,3-6,8-10,12;18;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Informatica Vol.20;;;Journal;CMP;;;CMP-J0212;;;;1996;The Slovene Society Informatika,Ljubljana;Slovenia;0350-5596;4;20;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.17;;;Journal;CMP;;;CMP-J0213;;;;1995;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-9,11;17;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Image and Vision Computing Vol.13;;;Journal;CMP;;;CMP-J0214;;;;1995;Elsevier Science Publishing Co.;The Netherlands;0262-8856;2;13;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.16;;;Journal;CMP;;;CMP-J0215;;;;1994;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-6,8-12;16;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Image and Vision Computing Vol.12;;;Journal;CMP;;;CMP-J0216;;;;1994;Elsevier Science Publishing Co.;The Netherland;0262-8856;1až 10;12;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.15;;;Journal;CMP;;;CMP-J0217;;;;1993;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-11;15;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Graphical Models and Image Processing Vol.54;;;Journal;CMP;;;CMP-J0218;;;;1992;Academic Press;USA;1077-3169;3,4;54;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.14 - sada 2;;;Journal;CMP;;;CMP-J0219;;;;1992;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;3-12;14;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.14 - sada 1;;;Journal;CMP;;9216098;CMP-J0220;;;;1992;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-12;14;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Image Understanding Vol.55;;;Journal;CMP;;;CMP-J0221;;;;1992;Academic Press;;;3;55;;;;;;VOLNÁ;;;;;;;;;;
Image and Vision Computing Vol.10;;;Journal;CMP;;;CMP-J0222;;;;1992;Elsevier Science Publishing Co.;The Netherlands;0262-8856;4;10;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
Inter.Journal of Computer Vision Vol.09;;;Journal;CMP;;;CMP-J0223;;;;1992;Kluwer Academic Publishers;USA;0920-5691;2;9;;;;;;VOLNÁ;;;;;;;;;;
Journal of Mathematical Imaging and Vision Vol.04;;;Journal;CMP;;;CMP-J0224;;;;1992;Kluwer Academic Publishers;USA;0924-9907;2;4;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.13;;;Journal;CMP;;9115908;CMP-J0225;;;;1991;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;2-12;13;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.12;;;Journal;CMP;;9015449;CMP-J0226;;;;1990;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-12;12;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
IEEE - Pattern Analysis and Machine Intelligence Vol.11;;;Journal;CMP;;;CMP-J0227;;;;1989;The Institute of Electrical and Electronics Engineers (IEEE);USA;0162-8828;1-12;11;;0,00 Kč;;;;VOLNÁ;;;;;;;;;;
